 ,Area,X,Y
574,0,286.4,319.4
575,0,1094.7,318.1
576,0,1248.7,319.3
577,0,322.6,318.0
578,0,899.5,318.0
579,0,1128.4,323.1
580,0,868.0,322.7
581,0,1150.1,323.3
582,0,1280.3,322.5
583,0,1142.8,324.8
584,0,1385.7,325.8
585,0,310.0,328.7
586,0,1155.7,326.7
587,0,1315.5,326.5
588,0,1430.9,328.9
589,0,840.7,328.9
590,0,1208.4,329.8
591,0,452.3,330.8
592,0,908.3,334.2
593,0,1278.5,335.1
594,0,349.2,336.0
595,0,886.3,334.0
596,0,1192.2,334.1
597,0,985.1,336.3
598,0,1389.4,332.6
599,0,15.4,340.4
600,0,460.1,335.3
601,0,1001.5,336.6
602,0,1170.9,332.9
603,0,1361.8,335.5
604,0,554.5,337.3
605,0,1041.0,333.5
606,0,1235.1,339.5
607,0,540.9,337.5
608,0,565.0,339.1
609,0,1040.2,337.6
610,0,1083.4,336.7
611,0,1404.9,342.7
612,0,1255.1,342.8
613,0,965.6,339.5
614,0,1008.5,338.0
615,0,220.9,348.3
616,0,945.6,341.8
617,0,1100.5,339.0
618,0,1158.0,339.0
619,0,320.2,343.2
620,0,393.0,340.7
621,0,1295.5,339.5
622,0,54.5,350.6
623,0,977.5,342.0
624,0,1217.2,344.9
625,0,71.3,351.4
626,0,1204.9,348.8
627,0,1268.5,348.3
628,0,1343.0,350.4
629,0,1063.8,348.7
630,0,997.7,346.6
631,0,888.2,350.0
632,0,906.4,349.8
633,0,516.1,360.2
634,0,1369.8,351.4
635,0,446.6,357.1
636,0,1021.1,352.4
637,0,1032.0,351.0
638,0,1242.7,357.0
639,0,1421.8,356.8
640,0,959.9,353.8
641,0,291.8,357.0
642,0,953.3,355.3
643,0,981.7,354.7
644,0,1228.0,354.0
645,0,307.2,362.2
646,0,401.9,361.6
647,0,1256.6,361.0
648,0,136.9,368.3
649,0,1320.7,362.5
650,0,755.1,364.1
651,0,1111.1,359.4
652,0,1212.1,362.4
653,0,180.9,372.2
654,0,487.0,362.7
655,0,563.5,363.8
656,0,1065.9,364.4
657,0,996.5,367.0
658,0,1272.8,368.6
659,0,1371.8,364.7
660,0,876.4,367.8
661,0,1336.9,370.7
662,0,1424.0,362.5
663,0,952.6,367.3
664,0,94.0,375.7
665,0,1186.3,371.1
666,0,1356.3,369.6
667,0,797.3,366.3
668,0,1043.6,371.0
669,0,496.1,373.2
670,0,1429.5,366.5
671,0,319.6,376.5
672,0,560.8,376.7
673,0,1242.1,369.9
674,0,535.0,373.6
675,0,1027.5,370.8
676,0,1232.6,369.6
677,0,1416.0,376.4
678,0,862.8,373.9
679,0,972.0,375.5
680,0,351.5,371.5
681,0,1166.8,370.8
682,0,1176.2,373.9
683,0,1285.5,372.8
684,0,262.4,374.8
685,0,1014.9,374.7
686,0,334.8,379.3
687,0,1207.6,379.7
688,0,286.3,382.4
689,0,927.4,377.3
690,0,376.3,378.4
691,0,430.4,382.9
692,0,1245.3,380.4
693,0,881.2,386.8
694,0,633.4,381.9
695,0,839.0,380.5
696,0,1018.0,381.5
697,0,1326.8,384.3
698,0,1225.1,385.6
699,0,21.6,388.9
700,0,1290.8,384.6
701,0,1359.1,389.4
702,0,587.0,390.8
703,0,947.1,384.6
704,0,568.2,390.1
705,0,827.2,384.5
706,0,1275.0,384.6
707,0,1190.2,387.4
708,0,1432.5,385.7
709,0,818.4,388.7
710,0,859.7,390.1
711,0,1028.6,390.1
712,0,1110.3,393.7
713,0,1347.4,394.7
714,0,936.1,389.9
715,0,1052.6,392.2
716,0,1272.3,389.5
717,0,1068.8,391.1
718,0,259.5,394.0
719,0,1039.9,392.7
720,0,1214.5,396.7
721,0,1299.3,395.4
722,0,350.5,396.3
723,0,409.4,395.7
724,0,907.2,396.7
725,0,1391.8,395.3
726,0,1181.1,397.1
727,0,955.9,397.3
728,0,1327.7,400.7
729,0,209.2,406.2
730,0,1087.9,402.1
731,0,1170.0,401.0
732,0,1266.0,404.3
733,0,985.0,399.9
734,0,283.1,406.5
735,0,379.5,403.4
736,0,405.0,403.0
737,0,436.4,402.3
738,0,529.2,401.9
739,0,1425.0,400.0
740,0,266.7,407.1
741,0,757.4,401.9
742,0,577.4,407.0
743,0,826.6,408.6
744,0,972.8,402.7
745,0,1411.5,402.0
746,0,1290.0,406.7
747,0,1372.0,407.8
748,0,1304.0,406.4
749,0,1310.9,409.0
750,0,123.7,412.7
751,0,894.8,411.9
752,0,1357.6,409.7
753,0,1411.2,405.7
754,0,1431.3,406.5
755,0,297.9,414.8
756,0,441.2,410.1
757,0,648.6,409.8
758,0,1094.3,411.2
759,0,1400.8,410.3
760,0,364.9,413.5
761,0,679.8,410.1
762,0,1123.8,413.7
763,0,1189.5,411.4
764,0,933.8,411.3
765,0,1052.5,410.5
766,0,1136.6,412.3
767,0,790.0,414.9
768,0,1342.7,414.1
769,0,1164.1,415.1
770,0,1258.8,417.8
771,0,1329.9,415.3
772,0,61.1,419.9
773,0,1075.5,413.0
774,0,1416.4,416.1
775,0,259.7,416.4
776,0,1278.0,418.8
777,0,345.7,416.0
778,0,352.5,417.5
779,0,1004.8,419.3
780,0,1295.5,420.2
781,0,1319.0,420.5
782,0,1401.1,426.3
783,0,85.0,432.7
784,0,784.9,424.1
785,0,1100.7,423.3
786,0,390.0,425.9
787,0,992.6,422.9
788,0,401.2,424.9
789,0,1330.4,427.9
790,0,1029.7,425.0
791,0,1043.7,423.7
792,0,533.2,428.6
793,0,1247.0,427.6
794,0,1347.9,426.6
795,0,1374.2,423.8
796,0,1421.1,428.8
797,0,411.1,429.0
798,0,648.9,429.8
799,0,1160.5,425.5
800,0,1176.8,425.8
801,0,1164.0,429.0
802,0,148.1,437.8
803,0,323.8,434.9
804,0,704.1,430.8
805,0,857.5,428.5
806,0,1283.9,434.3
807,0,309.6,431.1
808,0,1118.5,432.6
809,0,1101.4,433.2
810,0,1299.1,433.5
811,0,742.4,433.0
812,0,287.6,433.9
813,0,305.3,433.5
814,0,1132.1,434.7
815,0,979.9,436.8
816,0,1023.1,437.2
817,0,1090.4,440.6
818,0,1379.5,438.5
819,0,1119.0,445.9
820,0,1135.2,436.6
821,0,1304.2,435.8
822,0,1363.3,440.5
823,0,194.8,441.5
824,0,373.7,440.2
825,0,1153.5,436.5
826,0,1268.8,444.6
827,0,284.5,438.7
828,0,1210.8,437.8
829,0,836.9,447.6
830,0,856.1,444.6
831,0,409.3,445.2
832,0,1295.3,443.9
833,0,958.0,442.8
834,0,1008.2,441.2
835,0,334.0,445.9
836,0,1186.5,441.5
837,0,1423.0,441.5
838,0,390.9,443.4
839,0,1170.9,449.7
840,0,1070.0,449.8
841,0,1155.3,450.0
842,0,1318.4,446.1
843,0,188.8,452.1
844,0,442.3,448.6
845,0,1357.7,450.0
846,0,1372.6,452.8
847,0,1390.8,450.2
848,0,588.3,450.1
849,0,1044.3,446.8
850,0,1191.3,449.8
851,0,9.9,451.9
852,0,74.4,458.9
853,0,800.0,451.6
854,0,812.8,453.3
855,0,1131.0,456.7
856,0,657.2,453.5
857,0,409.3,455.4
858,0,1011.5,456.2
859,0,1295.9,458.3
860,0,999.9,453.7
861,0,1102.3,454.0
862,0,1342.8,454.0
863,0,255.4,460.6
864,0,617.1,455.7
865,0,267.0,456.5
866,0,596.6,458.9
867,0,1072.7,462.3
868,0,1235.5,456.0
869,0,1280.8,461.5
870,0,103.7,463.3
871,0,947.1,461.0
872,0,1347.4,458.1
873,0,973.9,459.1
874,0,1005.7,466.8
875,0,318.4,460.5
876,0,778.0,464.7
877,0,1055.4,463.5
878,0,1097.2,465.2
879,0,1164.4,463.0
880,0,324.9,462.5
881,0,558.8,467.1
882,0,1401.5,466.4
883,0,270.4,465.3
884,0,544.3,471.3
885,0,1358.3,472.0
886,0,1384.7,469.2
887,0,337.7,468.8
888,0,519.5,464.0
889,0,956.8,467.5
890,0,750.6,466.8
891,0,392.3,472.0
892,0,1248.5,467.0
893,0,938.7,471.2
894,0,1111.9,470.0
895,0,1194.9,468.8
896,0,1318.5,469.0
897,0,629.9,473.1
898,0,1041.2,475.2
899,0,100.0,476.1
900,0,1019.1,473.7
901,0,1295.4,476.5
902,0,15.1,480.8
903,0,506.4,477.8
904,0,1124.7,476.5
905,0,1405.9,475.4
906,0,264.6,477.4
907,0,54.4,482.9
908,0,418.5,478.8
909,0,1145.6,481.9
910,0,252.1,481.0
911,0,407.0,476.5
912,0,660.6,484.2
913,0,1072.1,478.7
914,0,1079.1,482.6
915,0,334.1,481.5
916,0,814.8,482.8
917,0,1160.8,484.7
918,0,1212.1,482.1
919,0,795.2,488.3
920,0,1026.6,479.6
921,0,548.7,482.7
922,0,575.0,489.0
923,0,870.5,480.5
924,0,897.3,485.8
925,0,1109.0,484.0
926,0,1241.6,484.3
927,0,692.1,482.4
928,0,1394.7,483.6
929,0,997.2,482.8
930,0,148.1,495.4
931,0,315.5,488.2
932,0,1282.5,490.6
933,0,924.6,487.2
934,0,1433.5,485.5
935,0,940.8,490.4
936,0,1131.4,488.6
937,0,1403.0,488.6
938,0,493.2,488.5
939,0,1235.1,492.1
940,0,1306.9,488.2
941,0,269.8,490.2
942,0,327.8,495.3
943,0,615.1,492.0
944,0,1333.5,492.0
945,0,1398.5,488.5
946,0,693.0,492.5
947,0,1030.7,494.0
948,0,1180.8,497.1
949,0,1420.7,495.4
950,0,1020.0,493.9
951,0,1127.8,494.3
952,0,558.6,495.6
953,0,751.0,498.6
954,0,770.1,499.4
955,0,1202.0,492.0
956,0,438.0,492.5
957,0,879.4,498.8
958,0,971.6,497.2
959,0,669.1,497.8
960,0,1374.2,499.0
961,0,1406.2,499.6
962,0,413.5,505.5
963,0,956.0,499.1
964,0,1090.3,497.2
965,0,1311.9,496.3
966,0,386.7,504.8
967,0,911.9,501.5
968,0,654.3,506.1
969,0,1297.6,505.9
970,0,525.9,504.1
971,0,892.8,504.4
972,0,924.1,500.5
973,0,679.7,501.6
974,0,997.5,501.4
975,0,1062.9,503.9
976,0,563.6,510.9
977,0,1227.0,508.8
978,0,922.8,506.2
979,0,940.1,511.3
980,0,1338.4,508.9
981,0,289.4,511.7
982,0,711.0,511.8
983,0,962.1,510.6
984,0,1133.5,513.5
985,0,1431.5,515.7
986,0,1011.7,508.8
987,0,632.1,516.7
988,0,681.4,517.4
989,0,813.8,516.6
990,0,1073.0,512.1
991,0,1203.6,513.2
992,0,1354.8,511.4
993,0,467.8,512.4
994,0,613.1,512.6
995,0,1061.3,518.0
996,0,1148.2,518.8
997,0,1415.9,518.5
998,0,457.5,515.0
999,0,1313.1,515.2
1000,0,1370.6,517.2
1001,0,1399.3,519.2
1002,0,702.4,523.6
1003,0,1345.2,517.7
1004,0,576.1,525.1
1005,0,1225.7,526.4
1006,0,1285.5,518.3
1007,0,419.9,522.7
1008,0,839.2,526.8
1009,0,1315.5,519.3
1010,0,339.3,520.0
1011,0,1031.9,522.4
1012,0,536.7,522.0
1013,0,947.3,523.5
1014,0,998.9,525.6
1015,0,1107.0,523.1
1016,0,722.8,528.2
1017,0,795.6,526.1
1018,0,1239.0,528.1
1019,0,398.9,524.6
1020,0,297.8,525.9
1021,0,673.5,529.9
1022,0,612.3,526.6
1023,0,967.5,532.1
1024,0,1134.1,528.5
1025,0,1351.6,530.4
1026,0,764.6,532.0
1027,0,1075.5,529.6
1028,0,468.4,531.6
1029,0,1194.1,529.9
1030,0,1383.5,532.3
1031,0,414.4,530.6
1032,0,446.2,530.5
1033,0,1366.8,531.3
1034,0,269.8,536.2
1035,0,508.2,538.7
1036,0,712.0,538.0
1037,0,386.1,536.5
1038,0,561.4,543.5
1039,0,804.6,538.8
1040,0,1035.6,539.2
1041,0,1093.5,537.0
1042,0,1129.5,538.6
1043,0,644.5,535.3
1044,0,746.0,541.8
1045,0,995.9,536.7
1046,0,1109.7,541.9
1047,0,1420.0,538.6
1048,0,1063.5,538.9
1049,0,1400.0,541.7
1050,0,444.0,536.5
1051,0,1260.0,536.5
1052,0,876.5,541.0
1053,0,1168.8,537.9
1054,0,1321.9,540.1
1055,0,1365.9,539.1
1056,0,329.6,542.2
1057,0,891.6,541.6
1058,0,1214.6,543.1
1059,0,765.6,542.5
1060,0,542.4,542.6
1061,0,1334.5,544.7
1062,0,521.7,544.2
1063,0,693.3,546.4
1064,0,921.9,543.4
1065,0,1368.5,542.5
1066,0,363.2,544.4
1067,0,528.8,544.7
1068,0,1054.8,549.2
1069,0,404.8,548.3
1070,0,605.8,546.2
1071,0,957.8,554.1
1072,0,1091.9,549.5
1073,0,1265.5,545.0
1074,0,226.6,552.0
1075,0,243.6,552.1
1076,0,786.0,555.5
1077,0,1238.6,550.9
1078,0,288.7,550.4
1079,0,484.0,550.8
1080,0,213.2,554.8
1081,0,593.5,552.6
1082,0,718.7,553.8
1083,0,1076.0,556.8
1084,0,1189.9,551.1
1085,0,197.5,554.3
1086,0,608.7,550.2
1087,0,865.4,552.2
1088,0,997.5,548.5
1089,0,1408.2,549.9
1090,0,422.3,558.9
1091,0,1269.2,557.4
1092,0,1371.4,556.0
1093,0,735.2,558.1
1094,0,548.6,554.8
1095,0,846.1,555.6
1096,0,1135.3,554.0
1097,0,1149.8,556.7
1098,0,1160.4,555.7
1099,0,582.7,557.4
1100,0,937.8,556.8
1101,0,1296.8,553.8
1102,0,274.5,560.1
1103,0,385.7,558.3
1104,0,980.2,560.9
1105,0,996.5,555.2
1106,0,1314.2,559.2
1107,0,404.1,560.8
1108,0,1104.4,561.0
1109,0,1253.9,563.5
1110,0,1132.6,560.8
1111,0,257.6,564.4
1112,0,446.5,565.9
1113,0,645.5,560.0
1114,0,1041.2,560.5
1115,0,876.5,568.3
